LOGIN,SYMBOL,TICKET,PROFIT,loss,win,win_rate
69830,GBPCHF,1,77.14,0,1,1.0
69830,GBPJPY,49,-1925.89,30,19,0.3877551020408163
69830,GBPUSD,4,276.0,1,3,0.75
69830,USDCAD,1,16.08,0,1,1.0
69830,USDCHF,6,-514.75,3,3,0.5
69830,USDJPY,14,-550.61,11,3,0.21428571428571427
70477,AUDUSD,1,63.0,0,1,1.0
70477,EURCHF,1,-52.49,1,0,0.0
70477,EURJPY,20,55.54,10,10,0.5
70477,EURUSD,134,-720.15,83,51,0.3805970149253731
70477,GBPJPY,64,-108.77,35,29,0.453125
70477,GBPUSD,31,16.5,16,15,0.4838709677419355
70477,NZDUSD,1,13.0,0,1,1.0
70477,USDCAD,2,-54.51,1,1,0.5
70477,USDJPY,8,35.96,6,2,0.25
70522,AUDUSD,2,-1.0,2,0,0.0
70522,EURUSD,56,6.0,27,29,0.5178571428571429
70522,GBPUSD,19,-650.0,10,9,0.47368421052631576
70522,USDCAD,11,298.58,2,9,0.8181818181818182
70522,USDCHF,49,-265.26000000000005,24,25,0.5102040816326531
70522,USDJPY,1,1.91,0,1,1.0
71348,AUDCAD,1,-125.53,1,0,0.0
71348,AUDJPY,2,4.34,0,2,1.0
71348,AUDNZD,7,26.58,0,7,1.0
71348,AUDUSD,15,-31.159999999999997,2,13,0.8666666666666667
71348,CADJPY,9,-52.1,3,6,0.6666666666666666
71348,CHFJPY,5,16.79,0,5,1.0
71348,EURAUD,23,-314.38,4,19,0.8260869565217391
71348,EURCAD,11,56.68,1,10,0.9090909090909091
71348,EURCHF,3,-18.94,1,2,0.6666666666666666
71348,EURGBP,75,16.92000000000001,5,70,0.9333333333333333
71348,EURJPY,108,320.2,3,105,0.9722222222222222
71348,EURUSD,202,-128.24000000000004,9,193,0.9554455445544554
71348,GBPCHF,1,0.74,0,1,1.0
71348,GBPJPY,51,575.86,4,47,0.9215686274509803
71348,GBPUSD,94,-822.1,5,89,0.9468085106382979
71348,NZDUSD,5,10.2,0,5,1.0
71348,USDCAD,35,127.17,1,34,0.9714285714285714
71348,USDCHF,7,-80.66000000000001,1,6,0.8571428571428571
71348,USDJPY,12,32.75,0,12,1.0
72067,AUDJPY,11,-133.19,9,2,0.18181818181818182
72067,AUDUSD,119,-39.34,54,65,0.5462184873949579
72067,CADJPY,45,12.840000000000002,15,30,0.6666666666666666
72067,CHFJPY,28,-4.629999999999999,13,15,0.5357142857142857
72067,EURCHF,24,-89.45,9,15,0.625
72067,EURGBP,92,-17.299999999999997,36,56,0.6086956521739131
72067,EURJPY,178,-326.68,69,109,0.6123595505617978
72067,EURUSD,1104,-1787.77,440,664,0.6014492753623188
72067,GBPCHF,13,-13.399999999999997,6,7,0.5384615384615384
72067,GBPJPY,87,-52.53,28,59,0.6781609195402298
72067,GBPUSD,27,-199.0,20,7,0.25925925925925924
72067,NZDUSD,111,95.66000000000001,42,69,0.6216216216216216
72067,USDCAD,71,12.95,21,50,0.704225352112676
72067,USDCHF,46,-83.03999999999999,25,21,0.45652173913043476
72067,USDJPY,940,-597.72,308,632,0.6723404255319149
72067,XAUUSD,7,-4.720000000000001,3,4,0.5714285714285714
72086,AUDUSD,2,84.0,0,2,1.0
72086,EURAUD,2,77.89,0,2,1.0
72086,EURJPY,2,-84.52,2,0,0.0
72086,EURUSD,89,-1189.0,30,59,0.6629213483146067
72086,GBPJPY,7,-719.26,6,1,0.14285714285714285
72086,GBPUSD,12,292.0,3,9,0.75
72086,USDCAD,2,110.16,0,2,1.0
72086,USDCHF,3,77.03,0,3,1.0
72086,USDJPY,3,-63.38,1,2,0.6666666666666666
72303,AUDCAD,2,-66.80000000000001,1,1,0.5
72303,AUDNZD,2,-46.650000000000006,2,0,0.0
72303,AUDUSD,69,-238.76,29,40,0.5797101449275363
72303,EURAUD,41,-451.94,27,14,0.34146341463414637
72303,EURCHF,9,107.11,5,4,0.4444444444444444
72303,EURGBP,8,-177.1,6,2,0.25
72303,EURJPY,5,-82.69,4,1,0.2
72303,EURUSD,272,-176.45,119,153,0.5625
72303,GBPCHF,10,-113.06,6,4,0.4
72303,GBPJPY,163,-171.47000000000006,87,76,0.4662576687116564
72303,GBPUSD,329,-108.77999999999997,141,188,0.5714285714285714
72303,NZDUSD,29,-22.440000000000005,13,16,0.5517241379310345
72303,USDCAD,30,-230.96,15,15,0.5
72303,USDCHF,88,-262.93,46,42,0.4772727272727273
72303,USDJPY,6,-31.78,5,1,0.16666666666666666
72303,USDMXN,1,15.78,0,1,1.0
72452,AUDCAD,16,-50.72,10,6,0.375
72452,AUDJPY,10,-48.72,8,2,0.2
72452,AUDNZD,68,-14.859999999999994,46,22,0.3235294117647059
72452,AUDUSD,73,-118.15,39,34,0.4657534246575342
72452,CADJPY,13,-27.75,7,6,0.46153846153846156
72452,CHFJPY,9,-94.21000000000001,6,3,0.3333333333333333
72452,EURAUD,162,-566.2099999999999,80,82,0.5061728395061729
72452,EURCAD,6,-17.6,3,3,0.5
72452,EURCHF,29,-22.36,17,12,0.41379310344827586
72452,EURGBP,96,-104.78,56,40,0.4166666666666667
72452,EURJPY,239,-106.34,132,107,0.4476987447698745
72452,EURUSD,760,-1099.21,345,415,0.5460526315789473
72452,GBPCHF,63,-96.86,37,26,0.4126984126984127
72452,GBPJPY,49,-159.3,33,16,0.32653061224489793
72452,GBPUSD,360,-891.68,181,179,0.49722222222222223
72452,NZDUSD,45,-108.96,23,22,0.4888888888888889
72452,USDCAD,256,-308.03999999999996,126,130,0.5078125
72452,USDCHF,344,-424.19,168,176,0.5116279069767442
72452,USDJPY,332,-877.13,173,159,0.4789156626506024
73364,EURUSD,1632,-4877.71,399,1233,0.7555147058823529
73436,AUDCAD,11,-172.73,6,5,0.45454545454545453
73436,AUDJPY,38,-474.03999999999996,18,20,0.5263157894736842
73436,AUDNZD,5,-15.76,2,3,0.6
73436,AUDUSD,66,211.49,20,46,0.696969696969697
73436,CADJPY,23,-18.939999999999994,9,14,0.6086956521739131
73436,CHFJPY,6,15.7,1,5,0.8333333333333334
73436,EURAUD,6,-56.209999999999994,1,5,0.8333333333333334
73436,EURCAD,7,-10.369999999999997,4,3,0.42857142857142855
73436,EURCHF,19,-89.69000000000001,8,11,0.5789473684210527
73436,EURGBP,53,-161.11,14,39,0.7358490566037735
73436,EURJPY,56,-82.31000000000003,18,38,0.6785714285714286
73436,EURUSD,152,319.26,49,103,0.6776315789473685
73436,GBPCHF,6,16.61,1,5,0.8333333333333334
73436,GBPJPY,21,-555.9399999999999,14,7,0.3333333333333333
73436,GBPUSD,117,-237.39000000000001,39,78,0.6666666666666666
73436,NZDUSD,38,-151.3,13,25,0.6578947368421053
73436,USDCAD,47,-99.16999999999999,15,32,0.6808510638297872
73436,USDCHF,29,288.07,7,22,0.7586206896551724
73436,USDJPY,114,77.78000000000003,31,83,0.7280701754385965
73500,AUDJPY,1,-0.74,1,0,0.0
73500,EURUSD,111,-122.2,53,58,0.5225225225225225
73500,GBPJPY,2,-3.1100000000000003,1,1,0.5
73500,GBPUSD,15,36.7,7,8,0.5333333333333333
73587,AUDUSD,1,70.0,0,1,1.0
73587,GBPUSD,345,-22227.05,162,183,0.5304347826086957
73587,USDCAD,7,-150.22999999999993,3,4,0.5714285714285714
73587,USDCHF,39,-8734.56,10,29,0.7435897435897436
73735,AUDUSD,5,105.0,1,4,0.8
73735,EURJPY,1,-16.02,1,0,0.0
73735,EURUSD,463,-3353.3,172,291,0.6285097192224622
73735,GBPUSD,348,-3206.3,155,193,0.5545977011494253
73735,USDCHF,7,-235.04,5,2,0.2857142857142857
73735,USDJPY,3,-135.14000000000001,1,2,0.6666666666666666
73759,AUDCAD,5,-80.55,4,1,0.2
73759,AUDJPY,6,392.53,2,4,0.6666666666666666
73759,AUDUSD,495,-754.3,308,187,0.37777777777777777
73759,CADJPY,4,101.86999999999999,2,2,0.5
73759,CHFJPY,4,0.17999999999999972,2,2,0.5
73759,EURAUD,30,-286.77,23,7,0.23333333333333334
73759,EURCAD,6,-219.24,6,0,0.0
73759,EURCHF,12,-45.39,8,4,0.3333333333333333
73759,EURGBP,100,-181.53000000000003,61,39,0.39
73759,EURJPY,2150,-3053.35,1291,859,0.3995348837209302
73759,EURUSD,1065,-1342.2,625,440,0.4131455399061033
73759,GBPCHF,81,-830.09,61,20,0.24691358024691357
73759,GBPJPY,972,-3484.52,586,386,0.39711934156378603
73759,GBPUSD,1359,-1935.0,816,543,0.3995584988962472
73759,NZDUSD,10,46.5,5,5,0.5
73759,USDCAD,181,-474.6,118,63,0.34806629834254144
73759,USDCHF,200,-2213.37,127,73,0.365
73759,USDJPY,152,-3184.39,98,54,0.35526315789473684
73759,USDMXN,1,-2.62,1,0,0.0
73759,XAGUSD,1,-5.0,1,0,0.0
73815,EURUSD,887,-3383.0,124,763,0.8602029312288614
73833,AUDUSD,6,-41.0,4,2,0.3333333333333333
73833,CHFJPY,4,-11.63,3,1,0.25
73833,EURGBP,16,63.499999999999964,6,10,0.625
73833,EURJPY,3,-176.79999999999998,1,2,0.6666666666666666
73833,EURUSD,144,-561.0,63,81,0.5625
73833,GBPJPY,5,166.79999999999998,2,3,0.6
73833,GBPUSD,27,123.5,9,18,0.6666666666666666
73833,USDCAD,1,-198.09,1,0,0.0
73833,USDCHF,12,-628.76,6,6,0.5
73833,USDJPY,25,-1104.82,14,11,0.44
74096,AUDCAD,5,-138.44,4,1,0.2
74096,AUDJPY,4,198.39,1,3,0.75
74096,AUDNZD,4,-12.07,3,1,0.25
74096,AUDUSD,21,36.26,11,10,0.47619047619047616
74096,CHFJPY,12,39.050000000000004,4,8,0.6666666666666666
74096,EURAUD,8,9.16,4,4,0.5
74096,EURCAD,15,-51.92999999999999,6,9,0.6
74096,EURCHF,9,79.16,4,5,0.5555555555555556
74096,EURGBP,14,-57.22,9,5,0.35714285714285715
74096,EURJPY,39,-634.67,22,17,0.4358974358974359
74096,EURUSD,57,-379.03999999999996,20,37,0.6491228070175439
74096,GBPCHF,18,-55.910000000000004,12,6,0.3333333333333333
74096,GBPJPY,15,45.33,6,9,0.6
74096,GBPUSD,34,-2387.95,22,12,0.35294117647058826
74096,NZDUSD,12,-108.71000000000001,8,4,0.3333333333333333
74096,USDCAD,30,-225.31,19,11,0.36666666666666664
74096,USDCHF,23,-361.39,14,9,0.391304347826087
74096,USDJPY,25,32.10000000000001,11,14,0.56
74096,XAGUSD,1,2.6,0,1,1.0
74115,AUDJPY,7,-281.66999999999996,3,4,0.5714285714285714
74115,AUDUSD,28,-988.2,16,12,0.42857142857142855
74115,CHFJPY,9,-62.81,4,5,0.5555555555555556
74115,EURCHF,21,-608.6,11,10,0.47619047619047616
74115,EURGBP,16,15.830000000000041,7,9,0.5625
74115,EURJPY,6,-76.20999999999998,4,2,0.3333333333333333
74115,EURUSD,33,-14.399999999999977,16,17,0.5151515151515151
74115,GBPJPY,11,187.12,5,6,0.5454545454545454
74115,GBPUSD,26,872.4,7,19,0.7307692307692307
74115,NZDUSD,9,89.0,5,4,0.4444444444444444
74115,USDCAD,32,-831.5899999999999,16,16,0.5
74115,USDCHF,30,714.74,9,21,0.7
74115,USDJPY,30,305.55000000000007,12,18,0.6
74129,AUDUSD,13,-784.0,4,9,0.6923076923076923
74129,EURGBP,29,-245.86,13,16,0.5517241379310345
74129,EURUSD,218,-727.1,115,103,0.4724770642201835
74129,GBPUSD,31,126.0,10,21,0.6774193548387096
74129,USDCAD,5,55.52,1,4,0.8
74129,USDCHF,32,-229.5,12,20,0.625
74129,USDJPY,36,480.52,15,21,0.5833333333333334
74252,EURJPY,4,-20.22,2,2,0.5
74252,EURUSD,126,-660.0,56,70,0.5555555555555556
74252,GBPJPY,38,-620.94,24,14,0.3684210526315789
74252,GBPUSD,9,113.0,4,5,0.5555555555555556
74252,USDCHF,1,0.0,1,0,0.0
74252,USDJPY,10,5.049999999999997,4,6,0.6
74254,AUDJPY,3,184.72,0,3,1.0
74254,AUDNZD,1,121.49,0,1,1.0
74254,AUDUSD,5,-1041.4,2,3,0.6
74254,EURJPY,21,1237.3799999999999,3,18,0.8571428571428571
74254,EURUSD,63,2941.5,17,46,0.7301587301587301
74254,GBPJPY,1,-21.9,1,0,0.0
74254,GBPUSD,16,-3937.0,3,13,0.8125
74254,NZDUSD,6,534.0,1,5,0.8333333333333334
74254,USDCAD,7,894.26,0,7,1.0
74254,USDCHF,4,162.45,1,3,0.75
74254,USDJPY,21,811.11,4,17,0.8095238095238095
74254,USDMXN,1,-134.85,1,0,0.0
74254,XAUUSD,1,363.1,0,1,1.0
74511,AUDUSD,5,-49.3,3,2,0.4
74511,EURUSD,752,-20305.12,372,380,0.5053191489361702
74511,GBPJPY,14,-1796.2800000000027,5,9,0.6428571428571429
74630,EURGBP,1,-144.13,1,0,0.0
74630,EURUSD,248,-5265.95,130,118,0.47580645161290325
74630,GBPUSD,2,-72.8,1,1,0.5
74630,USDCHF,4,39.209999999999994,2,2,0.5
74630,USDJPY,6,-40.59000000000001,3,3,0.5
74630,XAUUSD,1,-1.2,1,0,0.0
74659,AUDUSD,114,-588.9699999999999,16,98,0.8596491228070176
74659,EURUSD,82,44.69999999999999,9,73,0.8902439024390244
74659,GBPUSD,8,9.6,2,6,0.75
74659,USDCHF,3,8.18,0,3,1.0
74659,USDJPY,17,39.39,2,15,0.8823529411764706
74914,AUDUSD,14,357.44,2,12,0.8571428571428571
74914,EURUSD,6,-219.46,2,4,0.6666666666666666
74914,GBPUSD,7,89.6,1,6,0.8571428571428571
74914,NZDUSD,1,-30.8,1,0,0.0
74914,USDCHF,2,14.38,0,2,1.0
74914,USDJPY,166,-4946.43,39,127,0.7650602409638554
74935,AUDCAD,1,-10.95,1,0,0.0
74935,AUDJPY,15,44.38,2,13,0.8666666666666667
74935,AUDUSD,9,-26.4,2,7,0.7777777777777778
74935,EURCHF,22,-15.58,4,18,0.8181818181818182
74935,EURGBP,21,-20.35,4,17,0.8095238095238095
74935,EURJPY,9,22.869999999999997,1,8,0.8888888888888888
74935,EURUSD,49,115.9,10,39,0.7959183673469388
74935,GBPCHF,10,-587.27,6,4,0.4
74935,GBPJPY,27,-60.129999999999995,9,18,0.6666666666666666
74935,GBPUSD,146,-292.7,36,110,0.7534246575342466
74935,NZDUSD,3,-38.3,3,0,0.0
74935,USDCAD,3,61.58,0,3,1.0
74935,USDCHF,20,24.16,4,16,0.8
74935,USDJPY,15,4.169999999999999,4,11,0.7333333333333333
75126,AUDUSD,9,-116.3,7,2,0.2222222222222222
75126,CADJPY,1,-312.47,1,0,0.0
75126,EURAUD,1,11.41,0,1,1.0
75126,EURJPY,14,84.50999999999999,6,8,0.5714285714285714
75126,EURUSD,39,-2560.39,25,14,0.358974358974359
75126,GBPJPY,7,500.71999999999997,2,5,0.7142857142857143
75126,GBPUSD,54,-290.3,25,29,0.5370370370370371
75126,NZDUSD,8,-235.7,3,5,0.625
75126,USDCAD,13,-221.70000000000002,7,6,0.46153846153846156
75126,USDCHF,3,17.830000000000002,2,1,0.3333333333333333
75126,USDJPY,19,-629.98,15,4,0.21052631578947367
75126,XAGUSD,1,-21.0,1,0,0.0
75126,XAUUSD,1,-114.5,1,0,0.0
75211,EURJPY,94,-484.09000000000003,53,41,0.43617021276595747
75211,EURUSD,298,-591.52,181,117,0.3926174496644295
75549,EURUSD,2304,1421.8999999999983,467,1837,0.7973090277777778
75712,AUDUSD,58,297.3,17,41,0.7068965517241379
75712,EURCHF,18,-438.18,7,11,0.6111111111111112
75712,EURGBP,7,-195.26999999999998,5,2,0.2857142857142857
75712,EURJPY,5,-2.2299999999999978,3,2,0.4
75712,EURUSD,550,-3592.85,213,337,0.6127272727272727
75712,GBPJPY,8,-150.13,5,3,0.375
75712,GBPUSD,479,-2441.0,228,251,0.524008350730689
75712,NZDUSD,2,-1.7999999999999998,1,1,0.5
75712,USDCAD,22,-287.23,15,7,0.3181818181818182
75712,USDCHF,63,422.02,7,56,0.8888888888888888
75712,USDJPY,17,425.28999999999996,5,12,0.7058823529411765
75712,XAGUSD,1,2.0,0,1,1.0
75712,XAUUSD,310,-3132.9,122,188,0.6064516129032258
75772,GBPJPY,125,-540.3,72,53,0.424
75772,GBPUSD,12,-20.299999999999997,5,7,0.5833333333333334
75772,USDCAD,1,0.56,0,1,1.0
75772,USDJPY,1,2.45,0,1,1.0
75931,AUDCAD,12,-1088.53,6,6,0.5
75931,AUDJPY,16,-1417.46,8,8,0.5
75931,AUDNZD,15,-2002.83,10,5,0.3333333333333333
75931,AUDUSD,16,-47.60000000000002,9,7,0.4375
75931,CADJPY,15,673.14,3,12,0.8
75931,CHFJPY,11,-321.87,3,8,0.7272727272727273
75931,EURAUD,32,975.5800000000003,16,16,0.5
75931,EURCAD,18,1866.96,7,11,0.6111111111111112
75931,EURCHF,10,-257.56,6,4,0.4
75931,EURGBP,19,-1604.3400000000001,10,9,0.47368421052631576
75931,EURJPY,19,1760.26,5,14,0.7368421052631579
75931,EURUSD,18,827.0,6,12,0.6666666666666666
75931,GBPCHF,29,-4551.63,15,14,0.4827586206896552
75931,GBPJPY,44,1928.5299999999997,15,29,0.6590909090909091
75931,GBPUSD,20,-2777.0,11,9,0.45
75931,NZDUSD,6,-448.0,2,4,0.6666666666666666
75931,USDCAD,11,-242.55999999999997,5,6,0.5454545454545454
75931,USDCHF,17,-267.31,8,9,0.5294117647058824
75931,USDJPY,21,-2330.18,10,11,0.5238095238095238
75931,XAUUSD,4,23.700000000000003,1,3,0.75
77120,EURUSD,413,-264.81,182,231,0.559322033898305
77257,EURUSD,223,-1036.5,38,185,0.8295964125560538
77309,AUDJPY,2,3.4800000000000004,0,2,1.0
77309,AUDUSD,12,-373.0,8,4,0.3333333333333333
77309,CHFJPY,7,181.88,2,5,0.7142857142857143
77309,EURAUD,5,96.83000000000001,1,4,0.8
77309,EURCHF,9,112.58000000000001,3,6,0.6666666666666666
77309,EURGBP,18,-122.39999999999998,4,14,0.7777777777777778
77309,EURJPY,30,-753.36,10,20,0.6666666666666666
77309,EURUSD,107,164.4,46,61,0.5700934579439252
77309,GBPCHF,8,100.35,2,6,0.75
77309,GBPJPY,55,-1331.14,13,42,0.7636363636363637
77309,GBPUSD,187,854.5,43,144,0.7700534759358288
77309,NZDUSD,2,61.0,1,1,0.5
77309,USDCAD,12,-649.0799999999999,10,2,0.16666666666666666
77309,USDCHF,28,272.61,14,14,0.5
77309,USDJPY,13,-72.20999999999998,4,9,0.6923076923076923
77371,AUDUSD,3,67.15,0,3,1.0
77371,EURCHF,1,6.85,0,1,1.0
77371,EURJPY,34,5.429999999999996,14,20,0.5882352941176471
77371,EURUSD,4349,-10471.62,1898,2451,0.5635778339848241
77371,GBPJPY,10,-7.969999999999999,3,7,0.7
77371,GBPUSD,166,-1223.52,85,81,0.4879518072289157
77371,USDCAD,1,-7.76,1,0,0.0
77371,USDCHF,5,-53.46000000000001,3,2,0.4
77371,USDJPY,16,-8.759999999999998,4,12,0.75
77371,XAUUSD,2,-9.68,1,1,0.5
77551,AUDUSD,14,42.4,0,14,1.0
77551,CHFJPY,1,2.8,0,1,1.0
77551,EURCAD,1,2.27,0,1,1.0
77551,EURJPY,1,84.38,0,1,1.0
77551,EURUSD,366,-2986.6,135,231,0.6311475409836066
77551,GBPUSD,27,-2162.2,7,20,0.7407407407407407
77551,USDCAD,1,1.04,0,1,1.0
77551,USDCHF,12,-216.96,1,11,0.9166666666666666
77551,USDJPY,9,-367.0,3,6,0.6666666666666666
77650,EURUSD,67,-115.9,13,54,0.8059701492537313
77650,USDCHF,44,305.63,0,44,1.0
77821,AUDJPY,4,-12.169999999999998,4,0,0.0
77821,AUDUSD,30,-384.8,24,6,0.2
77821,EURAUD,22,-25.930000000000035,16,6,0.2727272727272727
77821,EURCAD,4,-73.55000000000001,3,1,0.25
77821,EURJPY,5,-6.18,3,2,0.4
77821,EURUSD,121,-348.14,63,58,0.4793388429752066
77821,GBPJPY,4,-100.67,3,1,0.25
77821,GBPUSD,17,-22.8,12,5,0.29411764705882354
77821,USDCAD,11,171.34,6,5,0.45454545454545453
77821,USDCHF,17,-115.25,12,5,0.29411764705882354
77821,USDJPY,1,18.18,0,1,1.0
77821,USDMXN,1,-2.24,1,0,0.0
77821,XAUUSD,1,-0.9,1,0,0.0
78087,AUDUSD,23,-53.59,17,6,0.2608695652173913
78087,CADJPY,2,0.22999999999999954,1,1,0.5
78087,EURAUD,10,12.109999999999996,7,3,0.3
78087,EURGBP,1,-7.44,1,0,0.0
78087,EURUSD,165,-189.68,103,62,0.37575757575757573
78087,GBPJPY,2,-11.030000000000001,2,0,0.0
78087,GBPUSD,31,-22.599999999999998,19,12,0.3870967741935484
78087,NZDUSD,1,6.6,0,1,1.0
78087,USDCAD,19,-5.93,10,9,0.47368421052631576
78087,USDJPY,10,-13.81,8,2,0.2
78809,AUDJPY,23,46.79000000000002,5,18,0.782608695652174
78809,AUDUSD,22,-30.6,8,14,0.6363636363636364
78809,CHFJPY,1,0.56,0,1,1.0
78809,EURCAD,2,-117.74000000000001,2,0,0.0
78809,EURCHF,1,-14.97,1,0,0.0
78809,EURGBP,4,-3.800000000000001,2,2,0.5
78809,EURJPY,121,324.3100000000001,47,74,0.6115702479338843
78809,EURUSD,1039,-1787.7,331,708,0.6814244465832531
78809,GBPCHF,3,-94.0,2,1,0.3333333333333333
78809,GBPJPY,284,-4076.33,152,132,0.4647887323943662
78809,GBPUSD,180,1888.0,86,94,0.5222222222222223
78809,USDCAD,1,-180.16,1,0,0.0
78809,USDCHF,40,53.690000000000005,16,24,0.6
78809,USDJPY,33,-77.9,17,16,0.48484848484848486
79710,AUDJPY,1,-3.1,1,0,0.0
79710,AUDUSD,2,19.05,0,2,1.0
79710,EURCHF,2,-12.030000000000001,1,1,0.5
79710,EURGBP,1,11.0,0,1,1.0
79710,EURJPY,3,2.830000000000002,1,2,0.6666666666666666
79710,EURUSD,160,-16617.79,37,123,0.76875
79710,GBPCHF,2,1.58,1,1,0.5
79710,GBPJPY,94,1549.8799999999999,14,80,0.851063829787234
79710,GBPUSD,2,1.1100000000000003,1,1,0.5
79710,NZDUSD,2,10.719999999999999,0,2,1.0
79710,USDCAD,1,33.18,0,1,1.0
79710,USDJPY,9,501.02,1,8,0.8888888888888888
79741,AUDUSD,1,10.0,0,1,1.0
79741,EURJPY,3,102.61999999999998,2,1,0.3333333333333333
79741,EURUSD,95,219.74,48,47,0.49473684210526314
79741,GBPUSD,30,729.0,10,20,0.6666666666666666
79741,USDJPY,24,-766.6399999999999,13,11,0.4583333333333333
79832,AUDJPY,19,-118.67,14,5,0.2631578947368421
79832,AUDUSD,189,-1610.0,105,84,0.4444444444444444
79832,EURGBP,9,-251.39,6,3,0.3333333333333333
79832,EURUSD,263,-2795.42,130,133,0.5057034220532319
79832,GBPUSD,30,-552.64,21,9,0.3
79832,NZDUSD,48,-101.92,27,21,0.4375
79832,USDCAD,25,-71.4,14,11,0.44
79832,USDCHF,11,165.02,3,8,0.7272727272727273
79832,USDJPY,6,-265.26,5,1,0.16666666666666666
79838,AUDUSD,16,-53.1,11,5,0.3125
79838,CHFJPY,2,-2.25,2,0,0.0
79838,EURCHF,31,-185.55,22,9,0.2903225806451613
79838,EURGBP,3,-81.87,2,1,0.3333333333333333
79838,EURUSD,13402,-20651.5,5521,7881,0.5880465602148933
79838,GBPJPY,28,18.560000000000002,15,13,0.4642857142857143
79838,GBPUSD,86,-266.0,35,51,0.5930232558139535
79838,NZDUSD,1,-12.55,1,0,0.0
79838,USDCAD,3,-25.14,2,1,0.3333333333333333
79838,USDCHF,128,-494.56,77,51,0.3984375
79838,USDJPY,12,-62.04,9,3,0.25
79838,XAUUSD,1,-0.6,1,0,0.0
79873,AUDCAD,28,322.46,14,14,0.5
79873,AUDJPY,18,-39.529999999999994,10,8,0.4444444444444444
79873,AUDNZD,19,119.14,5,14,0.7368421052631579
79873,AUDUSD,19,-82.04,8,11,0.5789473684210527
79873,CADJPY,11,-78.1,8,3,0.2727272727272727
79873,CHFJPY,13,10.189999999999994,8,5,0.38461538461538464
79873,EURAUD,18,-821.0699999999999,11,7,0.3888888888888889
79873,EURCAD,35,195.36,13,22,0.6285714285714286
79873,EURCHF,22,-604.0,12,10,0.45454545454545453
79873,EURGBP,18,-125.56000000000002,8,10,0.5555555555555556
79873,EURJPY,25,749.65,7,18,0.72
79873,EURUSD,295,-544.3299999999992,138,157,0.5322033898305085
79873,GBPCHF,12,-8.359999999999996,5,7,0.5833333333333334
79873,GBPJPY,15,-570.47,12,3,0.2
79873,GBPUSD,34,5.02000000000001,15,19,0.5588235294117647
79873,NZDUSD,36,307.65000000000003,19,17,0.4722222222222222
79873,USDCAD,20,-76.35000000000001,11,9,0.45
79873,USDCHF,16,-30.750000000000007,3,13,0.8125
79873,USDJPY,38,-286.17,21,17,0.4473684210526316
79900,AUDCAD,1,-43.21,1,0,0.0
79900,AUDJPY,18,327.62,14,4,0.2222222222222222
79900,AUDUSD,19,-43.6,15,4,0.21052631578947367
79900,CHFJPY,3,9.189999999999998,2,1,0.3333333333333333
79900,EURAUD,51,-84.21000000000001,36,15,0.29411764705882354
79900,EURCAD,28,-82.02000000000001,19,9,0.32142857142857145
79900,EURCHF,22,51.72999999999999,13,9,0.4090909090909091
79900,EURJPY,44,-44.18,27,17,0.38636363636363635
79900,EURUSD,509,125.06,289,220,0.43222003929273084
79900,GBPCHF,80,-596.5,49,31,0.3875
79900,GBPJPY,138,-751.65,85,53,0.38405797101449274
79900,GBPUSD,299,376.34000000000003,196,103,0.34448160535117056
79900,NZDUSD,4,10.100000000000001,2,2,0.5
79900,USDCAD,83,-122.51,55,28,0.3373493975903614
79900,USDCHF,77,-88.67000000000002,58,19,0.24675324675324675
79900,USDJPY,55,-622.4200000000001,33,22,0.4
79900,XAGUSD,35,-151.32,22,13,0.37142857142857144
79900,XAUUSD,117,776.46,60,57,0.48717948717948717
79926,AUDJPY,3,-3.5400000000000005,1,2,0.6666666666666666
79926,AUDUSD,6,-37.5,5,1,0.16666666666666666
79926,EURJPY,15,51.48000000000001,7,8,0.5333333333333333
79926,EURUSD,262,-870.0,142,120,0.4580152671755725
79926,GBPJPY,3,-9.989999999999998,2,1,0.3333333333333333
79926,GBPUSD,97,16.9,57,40,0.41237113402061853
79926,USDCAD,6,-22.86,2,4,0.6666666666666666
79926,USDCHF,8,7.9999999999999964,3,5,0.625
79926,USDJPY,1,5.4,0,1,1.0
79926,XAGUSD,1,6.0,0,1,1.0
79926,XAUUSD,1,2.5,0,1,1.0
82780,AUDJPY,86,-9.259999999999998,11,75,0.872093023255814
82780,AUDUSD,203,-45.1,33,170,0.8374384236453202
82780,EURGBP,1,0.2,0,1,1.0
82780,EURJPY,231,20.780000000000005,24,207,0.8961038961038961
82780,EURUSD,2966,-788.2,207,2759,0.9302090357383682
82780,GBPJPY,569,-526.51,94,475,0.8347978910369068
82780,GBPUSD,1347,364.09999999999997,102,1245,0.9242761692650334
82780,NZDUSD,49,21.0,3,46,0.9387755102040817
82780,USDCAD,5,1.4000000000000001,0,5,1.0
82780,USDCHF,1,0.17,0,1,1.0
82780,USDJPY,261,-212.16,37,224,0.8582375478927203
82780,XAGUSD,2,-1.2,2,0,0.0
84990,AUDUSD,5,-75.3,3,2,0.4
84990,EURCHF,7,192.62,2,5,0.7142857142857143
84990,EURGBP,1,0.39,0,1,1.0
84990,EURJPY,10,-199.4,7,3,0.3
84990,EURUSD,80,-240.5,15,65,0.8125
84990,GBPJPY,2,-5.4799999999999995,1,1,0.5
84990,GBPUSD,8,-178.4,3,5,0.625
84990,USDCHF,6,182.11,1,5,0.8333333333333334
84990,USDJPY,39,-140.61,8,31,0.7948717948717948
88489,AUDJPY,2,21.990000000000002,0,2,1.0
